노선정보그룹,노선정보설명,전체노선길이,회차지순번,출발정류장,도착정류장,데이터 기준일
288000759,18-2번_07월02일,18397,60,288001707,288010196,2025-09-01
288000762,17-1번_7월7일_회차,23141,1,288010445,288000715,2025-09-01
288000855,900번_천->아_8월25일,24533,116,285000686,288001496,2025-09-01
288000856,901번_천->아_8월25일,20231,95,285000686,288000715,2025-09-01
288000857,910번_천->아_8월25일,25613,115,285000686,288001496,2025-09-01
288000858,910번_천->아_8월25일,18723,94,285000686,288000715,2025-09-01
288000901,352번_10월10일,32529,61,288000761,288010624,2025-09-01
288000942,53번_11월17일,39642,51,288000612,288001979,2025-09-01
288000948,54번_11월18일,44320,58,288000612,288001979,2025-09-01
288000949,53번_11월18일,39642,51,288000612,288001979,2025-09-01
288000957,64번_11월30일,67016,102,288000715,288010624,2025-09-01
288000958,64-1번_11월30일,68301,99,288000715,288010624,2025-09-01
288000961,,31727,105,288000489,288000498,2025-09-01
288000972,80번_02월07일,26077,55,288000960,288000964,2025-09-01
288000974,502번_02월10일,43134,84,288001156,288001155,2025-09-01
288000978,0213_502번,43308,85,288001156,288001155,2025-09-01
288000980,22-1번_02월18일적용,7638,26,288010446,288000482,2025-09-01
288000981,23번_02월18일적용,10112,37,288000515,288000403,2025-09-01
288000982,0216_100번 수정,26710,66,288000489,288000498,2025-09-01
288000983,0216_101번 수정,34309,83,288000489,288000498,2025-09-01
288001018,615번_03월30일,15854,74,288000614,288000498,2025-09-01
288001056,650번_07월04일,27767,54,288000489,288000498,2025-09-01
288001072,991 수정,46386,115,288010663,288010664,2025-09-01
288001073,공영 87,7266,22,288001958,288001959,2025-09-01
288001074,86번 신설,10028,51,288010672,288010021,2025-09-01
288001109,777_0901 노선개편추가수정,49174,80,288001074,288001054,2025-09-01
288001110,810번_0901노선개편추가수정,41496,92,288000762,288000715,2025-09-01
288001111,820번_0901노선개편추가수정,35146,86,288000762,288000715,2025-09-01
288001130,931_0911 배방농협수정,18846,90,288000762,285010125,2025-09-01
288001123,710 _0911신설노선,31727,104,288000489,288000498,2025-09-01
288001126,농은리 노선수정,68710,123,288000715,288010624,2025-09-01
288001127,0911_43-1농은리경유수정,42621,162,288000715,288010673,2025-09-01
288001128,0911_45번 농은리노선수정,30866,108,288010674,288010624,2025-09-01
288001129,순환5_0911 배방농협수정,33127,70,288001673,288001632,2025-09-01
288001131,931_0911 천>아 배방농협수정,20432,95,285000686,288000715,2025-09-01
288001132,921_0911 아>천 배방수정,20184,93,288000762,285010014,2025-09-01
288001133,921_0911 천>아 배방수정,21474,102,285010014,288000715,2025-09-01
288001134,920_0911 천>아 배방수정,26792,129,285010014,288001496,2025-09-01
288001135,920_0911 아>천 배방수정,25227,117,288001496,285010014,2025-09-01
288001136,80_0911 배방수정,27093,67,288000960,288000964,2025-09-01
288001137,800_0911 배방수정,22037,40,288001673,288001632,2025-09-01
288001138,81_0911 배방농협 수정,24194,67,288000960,288000964,2025-09-01
288001139,900_0911 배방수정,25553,123,288001496,285000686,2025-09-01
288001140,900_0911 천>아 배방수정,24441,117,285000686,288001496,2025-09-01
288001141,901_0911 아 > 천 배방수정,21231,100,288000762,285000686,2025-09-01
288001142,901_0911 천 > 아 배방수정,20139,96,285000686,288000715,2025-09-01
288001143,910_0911 아 > 천 배방수정,26249,121,288001496,285000686,2025-09-01
288001144,910_0911 천>아 배방수정,25521,116,285000686,288001496,2025-09-01
288001145,911_0911 천>아 배방수정,18631,95,285000686,288000715,2025-09-01
288001146,911_0911 아>천 배방수정,19798,99,288000762,285000686,2025-09-01
288001190,0920_777 정류장수정,49174,79,288001074,288001054,2025-09-01
288001191,0920_86 회차지수정,9241,47,288010672,288010021,2025-09-01
288001213,9월25일_352번,31543,64,288000761,288010624,2025-09-01
288001230,32번_10월26일,25571,50,288010678,288010677,2025-09-01
288001231,520_1030 정류장추가,25844,67,288010658,288010659,2025-09-01
288001279,800번_11월28일,22042,43,288001673,288001632,2025-09-01
288001284,1216_990 링크수정,58053,150,288002127,288002128,2025-09-01
288001288,0108_710 0201노선개편,34621,109,288010385,288010483,2025-09-01
288001289,0108_850 0201노선개편,20719,55,288010385,288010483,2025-09-01
288001290,0108_971 0201노선개편,69923,165,288000489,288000498,2025-09-01
288001291,0108_970 0201노선개편,67269,158,288000489,288000498,2025-09-01
288001292,0108_910 0201노선개편,20858,107,285000686,288000715,2025-09-01
288001293,0108_910 0201노선개편 아>천,20548,130,288000762,285010125,2025-09-01
288000599,,51573,98,288000489,288000498,2025-09-01
288000600,701_노선수정(3월10일),55122,104,288000489,288000498,2025-09-01
288000601,970_노선수정(3월10일),65369,149,288000489,288000498,2025-09-01
288000602,971_노선수정(3월10일),69119,151,288000489,288000498,2025-09-01
288000603,순환3_노선수정(3월10일),22985,93,288000131,285001693,2025-09-01
288000604,순환4번_노선수정(3월10일),21801,94,288000131,285001693,2025-09-01
288000605,순환5_노선수정(3월10일),33890,134,288001673,288001632,2025-09-01
288000621,971 테스트,68425,404,288000489,288000498,2025-09-01
288000622,54번 2016.03.17,46837,54,288000612,288000637,2025-09-01
288000640,510번(4월5일),77310,129,288010468,288010468,2025-09-01
288000677,990번_4월29일,58738,149,288002127,288002128,2025-09-01
288000678,991번_4월29일,45102,106,288002127,288002128,2025-09-01
288000679,200번_4월29일,28935,52,288001156,288001155,2025-09-01
288000680,201번_4월29일,30837,56,288001156,288001155,2025-09-01
288000707,910_20160510,25843,114,285000686,288001496,2025-09-01
288000708,920_20160510,26943,125,285000685,288001496,2025-09-01
288000741,777_20160627,49699,78,288001074,288001054,2025-09-01
288000742,순환3_20160627,22985,94,288000131,285001693,2025-09-01
288000743,순환4_20160627,21801,95,288000131,285001693,2025-09-01
288000744,순환5_20160627,33890,68,288001673,288001632,2025-09-01
288000745,01월 16일,59893,86,288000762,288000715,2025-09-01
288000752,510_7월30일,77075,129,288010468,288010468,2025-09-01
288000753,511_6월30일,62819,100,288010468,288010468,2025-09-01
288000754,512_6월30일,82521,136,288010468,288010468,2025-09-01
288000763,970번_7월11일,64825,149,288000489,288000498,2025-09-01
288000764,971번_7월11일,68331,151,288000489,288000498,2025-09-01
288000812,1번_8월19일,7478,47,288010038,288010384,2025-09-01
288000813,2번_8월19일,7743,41,288001541,288010038,2025-09-01
288000814,151번_8월19일,10627,51,288000894,288000715,2025-09-01
288000815,303번_8월19일,16775,79,288001480,288000752,2025-09-01
288000816,401번_8월19일,59268,103,288000448,288001545,2025-09-01
288000817,402번_8월19일,45061,92,288000448,288001545,2025-09-01
288000818,403번_8월19일,37575,99,288000448,288001545,2025-09-01
288000859,920번_천->아_8월26일,26884,128,285000685,288001496,2025-09-01
288000860,931번_천->아_8월26일,20524,94,285000686,288000715,2025-09-01
288000861,19번_9월1일,60574,96,288000761,288000715,2025-09-01
288000862,20번_9월1일,64336,113,288000761,288000715,2025-09-01
288000863,21번_9월1일,38456,57,288000761,288000715,2025-09-01
288000873,101번_10월5일,34467,80,288000489,288000498,2025-09-01
288000874,순환3_10월05일,22985,94,288000131,285001693,2025-09-01
288000875,순환4번_10월05일,21801,95,288000131,285001693,2025-09-01
288000876,순환5번_10월05일,33890,68,288001673,288001632,2025-09-01
288000877,16번_10월05일,50211,158,288000761,288010624,2025-09-01
288000878,17번_10월05일,51785,174,288000761,288010624,2025-09-01
288000879,16-1번_10월05일,60811,176,288000761,288010624,2025-09-01
288000880,17-1번_10월05일,41287,135,288000761,288010624,2025-09-01
288000881,18번_10월05일,52764,162,288000761,288010624,2025-09-01
288000882,18-1번_10월05일,30485,91,288010079,288010624,2025-09-01
288000883,19번_10월05일,60620,185,288000761,288010624,2025-09-01
288000884,20번_10월05일,64382,218,288000761,288010624,2025-09-01
288000885,21번_10월05일,38502,117,288000761,288010624,2025-09-01
288000886,22번_10월05일,45446,138,288000761,288010624,2025-09-01
288000887,300번_10월05일,26182,62,288000761,288010624,2025-09-01
288000888,301번_10월05일,27899,67,288000761,288010624,2025-09-01
288000889,302번_10월05일,31285,66,288000761,288010624,2025-09-01
288000890,310번_10월05일,37547,84,288000761,288010624,2025-09-01
288000891,311번_10월05일,46034,98,288000761,288010624,2025-09-01
288000892,320번_10월05일,51173,104,288000761,288010624,2025-09-01
288000893,321번_10월05일,48172,96,288000761,288010624,2025-09-01
288000894,351번_10월05일,18343,40,288000761,288010624,2025-09-01
288000895,352번_10월05일,32519,60,288000761,288010624,2025-09-01
288000896,430번_10월05일,38828,76,288010167,288010168,2025-09-01
288000897,441번_10월05일,45925,92,288010167,288010168,2025-09-01
288000898,450번_10월05일,54644,96,288010167,288010168,2025-09-01
288000899,451번_10월05일,64671,111,288010167,288010168,2025-09-01
288000956,51번_12월01일,9845,20,288001156,288001155,2025-09-01
288000969,172번_02월01일,34838,87,288000489,288000498,2025-09-01
288001000,54번_03월14일,44138,57,288000612,288001979,2025-09-01
288001001,54-1번_03월14일,46708,59,288000612,288001979,2025-09-01
288001002,,66834,102,288000715,288010624,2025-09-01
288001003,64-1번_03월14일,69404,99,288000715,288010624,2025-09-01
288001035,순환5번_04월07일,33314,69,288001673,288001632,2025-09-01
288001055,07월04일_352번,32337,63,288000761,288010624,2025-09-01
288001077,58번 신설,14117,52,288001014,288001155,2025-09-01
288001078,57번 신규,17037,38,288001156,288001155,2025-09-01
288001079,50번 신설,16115,30,288001156,288001155,2025-09-01
288001080,33번 신설,20536,45,288010547,288010404,2025-09-01
288001105,100번수정_0901노선개편,28140,82,288000489,288000498,2025-09-01
288001106,101번수정_0901노선개편,35715,100,288000489,288000498,2025-09-01
288001107,171번수정_0901노선개편,33035,94,288000489,288000498,2025-09-01
288001108,172번수정_0901노선개편,36299,101,288000489,288000498,2025-09-01
288001119,32번_0901추가노선수정,12967,47,288000407,288010171,2025-09-01
288001147,60_0913 청소년수련관수정,42799,70,288000715,288010624,2025-09-01
288001148,62_0913 청소년수련관수정,55550,97,288000715,288000761,2025-09-01
288001149,63_0913 청소년수련관수정,60357,95,288000715,288010624,2025-09-01
288001150,63-1_0913 청소년수련관수정,59685,100,288000715,288010624,2025-09-01
288001151,63-2_0913 청소년수련관수정,55171,90,288000715,288010624,2025-09-01
288001152,63-2_0913 청소년수련관수정,56500,92,288000715,288010624,2025-09-01
288001153,64_0913 청소년수련관수정,66834,104,288000715,288010624,2025-09-01
288001154,64-1_0913 청소년수련관수정,69404,101,288000715,288010624,2025-09-01
288001155,65_0913 청소년수련관수정,60563,92,288000715,288010624,2025-09-01
288001163,350_0915 노선변경,31383,55,288000761,288000715,2025-09-01
288001164,351_0915 노선수정,18024,41,288000761,288010624,2025-09-01
288001165,352_0915 노선수정,31551,64,288000761,288010624,2025-09-01
288001166,0919_60번 보건소수정,42799,69,288000715,288010624,2025-09-01
288001167,0919_62번 보건소수정,55550,96,288000715,288000761,2025-09-01
288001168,0919_63번 보건소수정,60357,94,288000715,288010624,2025-09-01
288001169,0919_63-1번 보건소수정,59685,99,288000715,288010624,2025-09-01
288001170,0919_63-2번 보건소수정,55171,89,288000715,288010624,2025-09-01
288001171,0919_63-3번 보건소수정,56500,91,288000715,288010624,2025-09-01
288001172,0919_64번 보건소수정,66834,103,288000715,288010624,2025-09-01
288001173,0919_64-1번 보건소수정,69404,100,288000715,288010624,2025-09-01
288001397,990번_3월19일,58500,150,288002127,288002128,2025-09-01
288001398,0321_101 링크수정,35813,99,288000489,288000498,2025-09-01
288001399,0321_170 링크수정,26873,68,288000489,288000498,2025-09-01
288001400,0321_171 링크수정,33133,94,288000489,288000498,2025-09-01
288001401,0321_172 링크수정,36397,101,288000489,288000498,2025-09-01
288001403,0322_521 노선신설,33131,84,288010699,288010703,2025-09-01
288001421,0329_230 링크수정,31038,47,288001994,288001993,2025-09-01
288001422,0329_53 정류장제거,39470,26,288001156,288001979,2025-09-01
288001423,0329_53-1 정류장제거,40831,27,288001156,288001979,2025-09-01
288001607,64번_5월9일,66887,108,288000715,288010624,2025-09-01
288001707,180529_201하행 정류장추가,15217,63,288001438,288001155,2025-09-01
288001708,180529_230 상행 정류장추가,15425,48,288001994,285000095,2025-09-01
288001709,180529_240 하행 정류장추가,26939,107,288001438,288000498,2025-09-01
288001730,180705_54상행_ 정류장수정,18020,63,288000612,288001155,2025-09-01
288001731,180705_54하행_정류장수정,17262,60,288001156,288001979,2025-09-01
288001732,180705_54-1상행_정류장수정,19305,65,288000612,288001155,2025-09-01
288001733,180705_64하행_정류장수정,27370,114,288001156,288010624,2025-09-01
288001734,180705_64-1하행_정류장수정,28875,110,288001155,288010624,2025-09-01
288001735,180724_311번상행 정류장추가,28058,135,288010167,288000112,2025-09-01
288001736,180724_451번하행 정류장추가,30977,112,288000112,288000715,2025-09-01
288001737,180724_500하행 정류장수정,28435,119,214015723,288010468,2025-09-01
288001738,180724_501하행 정류장수정,33902,133,214015723,288010468,2025-09-01
288001739,180724_510.하행 정류장수정,38304,148,214015723,288010468,2025-09-01
288001740,180724_512.하행 정류장수정,41130,152,214015723,288010468,2025-09-01
288001741,180724_520하행 정류장수정,13082,70,214015723,288010659,2025-09-01
288001742,180724_521하행 정류장수정,16779,87,214015723,288010703,2025-09-01
288001840,0816_501하_0817 노선개편,33692,131,214015723,288010624,2025-09-01
288001841,0816_502하_0817 노선개편,23753,84,288001156,288010624,2025-09-01
288001842,0816_510하_0817 노선개편,38118,147,214015723,288010624,2025-09-01
288001843,0816_511하_0817 노선개편,31201,105,288001156,288010624,2025-09-01
288001844,0816_512하_0817 노선개편,40944,151,214015723,288010624,2025-09-01
288001845,0816_810하_0817 노선개편,20034,99,288001673,288010624,2025-09-01
288001846,0816_820하_0817 노선개편,17511,90,288001673,288010624,2025-09-01
288001847,0816_980하_0817 노선개편,30143,130,285000686,288010624,2025-09-01
288001857,180829_17상_정류장추가,24032,101,288010726,288010445,2025-09-01
288001858,180829_17하_정류장추가,24808,89,288010445,288010624,2025-09-01
288001859,180829_17-1상_정류장추가,17986,75,288010726,288010445,2025-09-01
288001860,180829_17-1하_정류장추가,22707,79,288010445,288010624,2025-09-01
288001861,180829_18상_정류장추가,23771,91,288010726,288010196,2025-09-01
288001862,180829_18하_정류장추가,25021,88,288010079,288010624,2025-09-01
288001863,180829_18-2_정류장추가,15767,65,288001707,288010196,2025-09-01
288001864,180829_19상_정류장추가,29672,106,288010726,288010603,2025-09-01
288001865,180829_19하_정류장추가,28086,114,288010603,288010624,2025-09-01
288001866,180829_20상_정류장추가,31842,122,288010726,288010603,2025-09-01
288001867,180829_20하_정류장추가,29430,113,288010603,288010624,2025-09-01
288001868,180829_21상_정류장추가,15930,61,288010726,288002034,2025-09-01
288001869,180829_21하_정류장추가,18720,64,288002035,288010624,2025-09-01
